index,concept_id,feature,name,source
40,penguin,cannot fly,mcrae,human
41,coach_(vehicle),has six wheels,cslb,human
42,leotards,worn for exercising,mcrae,human
43,flute,has holes,mcrae,human
44,microscope,has a tube,gpt_3_filtered_overlap,gpt
45,shoes,has toes,cslb,human
46,whistle,has a hole,gpt_3_filtered_overlap,gpt
47,fawn,has a tail,mcrae,human
48,parakeet,is loud,mcrae,human
49,oak,used as home by animals,mcrae,human
50,python,an animal,mcrae,human
51,water_filter,is used for water,gpt_3_unfiltered,gpt
52,hornet,is an animal,cslb,human
53,ambulance,is used by sick people,gpt_3_filtered_overlap,gpt
54,crowbar,is found in toolboxes,gpt_3_filtered_overlap,gpt
55,brush,used on hair,mcrae,human
56,cork,is used in the bath,gpt_3_filtered_overlap,gpt
57,coral,is a mineral,gpt_3_filtered,gpt
58,cabbage,is green,mcrae,human
59,squirrel,is small,mcrae,human
60,apple,is smooth,gpt_3_filtered_overlap,gpt
61,rattlesnake,is dangerous,mcrae,human
62,guitar,used in bands,mcrae,human
63,bucket,is used for water,gpt_3_filtered_overlap,gpt
64,cow,is large,gpt_3_filtered_overlap,gpt
65,mulch,is used to protect plants,gpt_3_filtered,gpt
66,lantern,used for camping,mcrae,human
67,clipper2,is an electrical appliance,gpt_3_unfiltered,gpt
68,collar,is made of fabric,gpt_3_unfiltered,gpt
69,boat,holds many people,gpt_3_filtered_overlap,gpt
70,goat,does live on mountains,cslb,human
71,eel,has a long snout,gpt_3_filtered_overlap,gpt
72,sugar_cube,is made of crystallized sugar,gpt_3_unfiltered,gpt
73,garlic,is used as a seasoning,gpt_3_unfiltered,gpt
74,sultana,is used in puddings,cslb,human
75,pine_needle,is part of a tree,gpt_3_filtered,gpt
76,swimsuit,worn at beaches,mcrae,human
77,pigeon,has wings,mcrae,human
78,cat,has sharp teeth,gpt_3_filtered_overlap,gpt
79,mushroom,is tasty,cslb,human
80,wig,is used for hair,gpt_3_filtered,gpt
81,eagle,is used in the army,gpt_3_filtered,gpt
82,banjo,is yellow,gpt_3_filtered,gpt
83,can,is used for drinks,gpt_3_filtered,gpt
84,star_fruit,is crunchy,gpt_3_filtered,gpt
85,parking_meter,is used to pay fines,gpt_3_unfiltered,gpt
86,broccoli,tastes good,gpt_3_filtered_overlap,gpt
87,cat,has claws,mcrae,human
88,gel,is used to clean dishes,gpt_3_unfiltered,gpt
89,star_fruit,has pulp,gpt_3_unfiltered,gpt
90,thermos,is made of glass,gpt_3_filtered,gpt
91,dryer,dries your clothes,gpt_3_unfiltered,gpt
92,basket,is used to carry things,gpt_3_filtered_overlap,gpt
93,rhubarb,is used for jam,gpt_3_filtered_overlap,gpt
94,knife,is sharp,gpt_3_filtered,gpt
95,tuxedo,has buttons on its jacket,gpt_3_unfiltered,gpt
96,buckle,found on belts,mcrae,human
97,badge,is used for identification,gpt_3_filtered,gpt
98,shark,is found in the water,gpt_3_unfiltered,gpt
99,skirt,has pleats,gpt_3_filtered_overlap,gpt
100,hippo,has legs,cslb,human
101,cactus,has seeds,gpt_3_unfiltered,gpt
102,pepper_mill,is black,gpt_3_unfiltered,gpt
103,goat,produces milk,gpt_3_filtered_overlap,gpt
104,scorpion,is black,cslb,human
105,forklift,is used for work,gpt_3_filtered,gpt
106,apple_tree,has apples,gpt_3_filtered,gpt
107,ostrich,has legs,mcrae,human
108,hummingbird,has wings,cslb,human
109,shoes,has laces,cslb,human
110,banner,used for advertising,mcrae,human
111,duck,is used by hunters,gpt_3_filtered,gpt
112,pelican,has a wingspan,gpt_3_filtered_overlap,gpt
113,playing_card,is a tool,gpt_3_filtered,gpt
114,skateboard,does come in colours,cslb,human
115,ladder,has a bottom,gpt_3_filtered,gpt
116,centrifuge,is cylindrical,gpt_3_filtered,gpt
117,robin,has feathers,mcrae,human
118,curling_iron,is found in bathrooms,gpt_3_filtered,gpt
119,monkey,does share,cslb,human
120,cheetah,lives in Africa,mcrae,human
121,glasses,is used to drink water,gpt_3_unfiltered,gpt
122,foot,does smell,cslb,human
123,cottage,used for living in,mcrae,human
124,mouse1,has a name,gpt_3_filtered_overlap,gpt
125,chair,is used for meetings,gpt_3_filtered_overlap,gpt
126,bee,lives in colonies,gpt_3_filtered,gpt
127,ambulance,drives on roads,gpt_3_filtered_overlap,gpt
128,pretzel,is covered with salt,gpt_3_unfiltered,gpt
129,burrito,is eaten with tortillas,gpt_3_filtered,gpt
130,tulip,is bulb,gpt_3_unfiltered,gpt
131,grain,is used to bake bread,gpt_3_unfiltered,gpt
132,necklace,is worn for special occasions,gpt_3_filtered_overlap,gpt
133,crowbar,used for breaking things,mcrae,human
134,videogame,has a main character,gpt_3_unfiltered,gpt
135,olive,a vegetable,mcrae,human
136,rice,is tasty,cslb,human
137,cake,is made of sugar,gpt_3_unfiltered,gpt
138,tangerine,has sections,mcrae,human
139,brick,is a mineral,gpt_3_filtered_overlap,gpt
140,pony,has a long mane,mcrae,human
141,spider,has eyes,gpt_3_filtered,gpt
142,window,is rectangular in shape,gpt_3_filtered,gpt
143,doll,used by girls,mcrae,human
144,brick,has a texture,gpt_3_filtered,gpt
145,car,is useful,cslb,human
146,car,has windscreen wipers,cslb,human
147,ant,is strong,mcrae,human
148,slot,is made of metal,gpt_3_filtered,gpt
149,stool_(furniture),made of wood,mcrae,human
150,mug,is circular,cslb,human
151,car,has a roof,gpt_3_filtered,gpt
152,cherry,is used for dessert,gpt_3_filtered_overlap,gpt
153,limousine,has an inside,gpt_3_filtered_overlap,gpt
154,mayonnaise,made of butter,cslb,human
155,skunk,is a rodent,cslb,human
156,turnip,a vegetable,mcrae,human
157,duck,is meat,cslb,human
158,wineglass,is used to drink white wine,gpt_3_unfiltered,gpt
159,camel,has fur,gpt_3_filtered_overlap,gpt
160,penguin,does live in Antarctica,cslb,human
161,mink,used for fur,mcrae,human
162,couch,has a back rest,gpt_3_unfiltered,gpt
163,leech,lives in ponds,gpt_3_filtered,gpt
164,puddle,is deep,gpt_3_unfiltered,gpt
165,squirrel,climbs trees,gpt_3_filtered_overlap,gpt
166,broccoli,is nutritious,mcrae,human
167,freezer,is an appliance,gpt_3_unfiltered,gpt
168,shawl,is for women,cslb,human
169,quesadilla,is a food,gpt_3_filtered,gpt
170,squid,is aquatic,gpt_3_filtered,gpt
171,nightingale,is noisy,cslb,human
172,zebra,is found on farms,gpt_3_filtered_overlap,gpt
173,rifle,has a trigger,mcrae,human
174,cheetah,is a runner,gpt_3_filtered,gpt
175,football,is not touched with your hands,cslb,human
176,anchor,is used in ships,gpt_3_filtered_overlap,gpt
177,guitar,is an instrument,gpt_3_filtered_overlap,gpt
178,doorstop,is shaped like a triangle,gpt_3_unfiltered,gpt
179,bee,is striped,cslb,human
180,lawnmower,is electric,gpt_3_filtered,gpt
181,flask,is used to store things,gpt_3_filtered,gpt
182,vulture,flies,mcrae,human
183,donkey,makes noises,mcrae,human
184,chair,used with tables,mcrae,human
185,radish,has a white center,gpt_3_filtered_overlap,gpt
186,ketchup,is made of tomatoes,gpt_3_filtered,gpt
187,crown,is used by royalty,gpt_3_filtered,gpt
188,biscuit,contains milk,gpt_3_filtered_overlap,gpt
189,ox,has long fur,cslb,human
190,shoes,is worn,cslb,human
191,swimsuit,is used to tan,gpt_3_filtered_overlap,gpt
192,lightbulb,has a cord,gpt_3_unfiltered,gpt
193,test_tube,has a wide mouth,gpt_3_filtered,gpt
194,fir,is alive,cslb,human
195,boot,is used to keep warm,gpt_3_filtered,gpt
196,rocket,has a shape,gpt_3_filtered_overlap,gpt
197,coconut,has a hard shell,mcrae,human
198,seahorse,swims fast,gpt_3_unfiltered,gpt
199,trolley,is used to carry luggage,gpt_3_filtered_overlap,gpt
200,ship,is used for passengers,gpt_3_filtered_overlap,gpt
201,budgie,has wings,cslb,human
202,quill,is used to write by hand,gpt_3_unfiltered,gpt
203,lanyard,is a string,gpt_3_filtered,gpt
204,grape,is red,mcrae,human
205,can_opener,is found in kitchens,cslb,human
206,rake,has a long handle,gpt_3_unfiltered,gpt
207,horse,is beautiful,mcrae,human
208,stick,is a piece of wood,gpt_3_filtered,gpt
209,jackhammer,is used to pound nails,gpt_3_filtered,gpt
210,boa,is worn for decoration,gpt_3_filtered,gpt
211,rake,has a long handle,mcrae,human
212,lettuce,is crunchy,cslb,human
213,horse,is beautiful,mcrae,human
214,iguana,is a reptile,gpt_3_unfiltered,gpt
215,telephone,does receive calls,cslb,human
216,olive,is round in shape,gpt_3_filtered_overlap,gpt
217,thermos,is used in the army,gpt_3_unfiltered,gpt
218,pudding,has a smooth texture,gpt_3_unfiltered,gpt
219,sandwich,has a crust,gpt_3_filtered,gpt
220,car,has doors,mcrae,human
221,fern,is ancient,cslb,human
222,basket,is used to wash clothes,gpt_3_filtered_overlap,gpt
223,badge,is used in guides,cslb,human
224,blender,is used to make soup,gpt_3_filtered_overlap,gpt
225,frame,is on the wall,gpt_3_filtered,gpt
226,robe,has a hood,gpt_3_filtered_overlap,gpt
227,turkey,a bird,mcrae,human
228,chain,is worn by prisoners,cslb,human
229,swing,is an outdoor toy,cslb,human
230,candle,is found in homes,gpt_3_filtered,gpt
231,razor,is used on the face,gpt_3_filtered_overlap,gpt
232,herring,is oily,cslb,human
233,cheese,is white,cslb,human
234,bathtub,found in bathrooms,mcrae,human
235,ostrich,has two legs,cslb,human
236,barrel,is found in cellars,cslb,human
237,bank,has a lock,gpt_3_unfiltered,gpt
238,pin,is small,cslb,human
239,guitar,has a long neck,gpt_3_filtered_overlap,gpt
240,scallion,is green,gpt_3_filtered,gpt
241,honey,is used for medical purposes,gpt_3_filtered,gpt
242,octopus,is slimy,cslb,human
243,antenna,is used for internet,gpt_3_unfiltered,gpt
244,whip,used on animals,mcrae,human
245,ant,does nest,cslb,human
246,octopus,is a sea creature,gpt_3_filtered_overlap,gpt
247,wine,is for special occasions,cslb,human
248,torpedo,is guided,gpt_3_filtered,gpt
249,cheetah,is hunted by lions,gpt_3_filtered,gpt
250,jar,is used to contain liquids,gpt_3_unfiltered,gpt
251,beets,has leaves,mcrae,human
252,target,is used in games,gpt_3_filtered,gpt
253,pistol,used for shooting,mcrae,human
254,trout,does swim,cslb,human
255,tiramisu,has cream on top,gpt_3_unfiltered,gpt
256,squid,is an aquatic animal,gpt_3_filtered,gpt
257,grater,is thin,cslb,human
258,snail,is small,mcrae,human
259,chandelier,found in dining rooms,mcrae,human
260,ostrich,has a beak,mcrae,human
261,dish,used for eating,mcrae,human
262,hutch,made of metal,cslb,human
263,poodle,is short,gpt_3_filtered,gpt
264,cigarette_butt,has no odor,gpt_3_unfiltered,gpt
265,reindeer,runs fast,gpt_3_filtered,gpt
266,boxing_gloves,has a thumb hole,gpt_3_unfiltered,gpt
267,bear,lives in the wild,gpt_3_filtered_overlap,gpt
268,tray,has a flat bottom,gpt_3_filtered,gpt
269,ice_cream,has a cone,cslb,human
270,doorstop,is used to hold doors open,gpt_3_unfiltered,gpt
271,carnation,has roots,cslb,human
272,crocodile,is an animal,cslb,human
273,broccoli,tastes bad,gpt_3_filtered_overlap,gpt
274,jacket,is used to keep warm,gpt_3_filtered_overlap,gpt
275,harp,is made of wood,gpt_3_filtered,gpt
276,bra,worn for supporting breasts,mcrae,human
277,whistle,used for alerting,mcrae,human
278,guacamole,is made from tomatoes,gpt_3_unfiltered,gpt
279,kite,is used for children,gpt_3_filtered_overlap,gpt
280,pin,is small,mcrae,human
281,goat,has fur,gpt_3_filtered_overlap,gpt
282,fir,does grow,cslb,human
283,stew,has noodles,gpt_3_filtered,gpt
284,trapdoor,is made of different materials,gpt_3_unfiltered,gpt
285,bamboo,is used to make houses,gpt_3_unfiltered,gpt
286,bracelet2,made of silver,mcrae,human
287,weather_vane,has a ball at the end,gpt_3_unfiltered,gpt
288,soup,is warm,cslb,human
289,gopher,an animal,mcrae,human
290,canoe,used by 2 people,mcrae,human
291,cereal,is found in a box,gpt_3_unfiltered,gpt
292,power_line,makes sparks,gpt_3_unfiltered,gpt
293,donkey,produces milk,gpt_3_filtered_overlap,gpt
294,chandelier,made of crystal,mcrae,human
295,hard_disk,has a storage capacity of one tb,gpt_3_unfiltered,gpt
296,guacamole,contains pepper,gpt_3_unfiltered,gpt
297,toilet,is white,mcrae,human
298,toothpick,is hard,gpt_3_unfiltered,gpt
299,boat,is a ship,gpt_3_filtered_overlap,gpt
300,pistol,made of metal,mcrae,human
301,cape,made of cloth,mcrae,human
302,cap_(hat),worn by men,mcrae,human
303,deer,lives in wilderness,mcrae,human
304,sparrow,an animal,mcrae,human
305,record_player,is used for vinyl records,gpt_3_unfiltered,gpt
306,piglet,has three toes on each foot,gpt_3_unfiltered,gpt
307,recorder,has a soft edge,gpt_3_unfiltered,gpt
308,fire_hydrant,is used for parking,gpt_3_filtered,gpt
309,key,is small,mcrae,human
310,gown,is elegant,mcrae,human
311,goldfish,an animal,mcrae,human
312,coconut,has a shell,mcrae,human
313,chute,has a curve,gpt_3_unfiltered,gpt
314,harmonica,is used to make music,gpt_3_filtered_overlap,gpt
315,catapault,has a string,cslb,human
316,knife,is shiny,cslb,human
317,television,has programmes,cslb,human
318,starling,is a small bird,cslb,human
319,vegetable,grows from seeds,gpt_3_unfiltered,gpt
320,yarn,is a material,gpt_3_filtered,gpt
321,saxophone,is gold,mcrae,human
322,castenets,is decorative,cslb,human
323,splinter,comes from a tree,gpt_3_filtered,gpt
324,meatloaf,is eaten with vegetables,gpt_3_unfiltered,gpt
325,spanner,has a shaped end,cslb,human
326,wasp,has legs,cslb,human
327,flip_flop,has a flat sole,cslb,human
328,shrimp,is low in fat,gpt_3_filtered_overlap,gpt
329,saucer,eg - flying saucer,mcrae,human
330,fox,has a thick coat of fur,gpt_3_filtered_overlap,gpt
331,cushion,found on couches,mcrae,human
332,porcupine,is small,mcrae,human
333,harmonica,plays music on it,gpt_3_filtered_overlap,gpt
334,basketball,is used by players,gpt_3_unfiltered,gpt
335,catalogue,does display,cslb,human
336,raisin,is used to bake,gpt_3_filtered,gpt
337,corn,tastes sweet,gpt_3_filtered_overlap,gpt
338,tiger,is wild,gpt_3_unfiltered,gpt
339,leggings,is transparent,gpt_3_filtered,gpt
340,daisy,does smell,cslb,human
341,owl,has a beak,gpt_3_filtered_overlap,gpt
342,airbag,is worn on the chest,gpt_3_unfiltered,gpt
343,toothpick,is associated with food,gpt_3_unfiltered,gpt
344,tongs,is used to grab hot items,gpt_3_unfiltered,gpt
345,rattlesnake,lives in deserts,mcrae,human
346,tuxedo,looks good,gpt_3_filtered,gpt
347,cider,made of pears,cslb,human
348,gyro,is made of beef,gpt_3_filtered,gpt
349,raisin,is black,gpt_3_filtered_overlap,gpt
350,hamster,has hands,cslb,human
351,cilantro,has a pungent taste,gpt_3_filtered,gpt
352,lobster,is a delicacy,gpt_3_filtered_overlap,gpt
353,peg,does pinch,cslb,human
354,seaweed,is used to make tea,gpt_3_filtered_overlap,gpt
355,projector,has wires,gpt_3_filtered_overlap,gpt
356,pie,has a pastry shell,gpt_3_filtered_overlap,gpt
357,hyacinth,has little flowers,cslb,human
358,basket,is found in the country,gpt_3_filtered,gpt
359,lion,has teeth,mcrae,human
360,book,is a container,gpt_3_filtered_overlap,gpt
361,dart,is used to shoot,gpt_3_filtered,gpt
362,tomato,is round,mcrae,human
363,mouse1,a rodent,mcrae,human
364,airplane,used for travel,mcrae,human
365,jellyfish,is found in the sea,gpt_3_filtered,gpt
366,wheel,is used for transportation,gpt_3_filtered_overlap,gpt
367,bra,is sexy,mcrae,human
368,grapefruit,is a citrus fruit,gpt_3_filtered_overlap,gpt
369,pan,made of metal,mcrae,human
370,toad,has feet,cslb,human
371,onions,eg - spanish,mcrae,human
372,wasp,is gray,gpt_3_filtered_overlap,gpt
373,cod,has gills,cslb,human
374,rake,made of metal,cslb,human
375,shawl,made of wool,mcrae,human
376,noodle,is thin,gpt_3_filtered,gpt
377,guinea_pig,eats grass,gpt_3_filtered,gpt
378,gun,is used to kill animals,gpt_3_filtered_overlap,gpt
379,luggage,is used to pack clothes,gpt_3_unfiltered,gpt
380,calf1,has skin,cslb,human
381,baton1,is cylindrical,gpt_3_unfiltered,gpt
382,ostrich,eats bugs,gpt_3_filtered_overlap,gpt
383,spider,has a hard shell,gpt_3_filtered_overlap,gpt
384,diamond,is expensive,gpt_3_unfiltered,gpt
385,trout,a fish,mcrae,human
386,taco,has a filling,gpt_3_filtered,gpt
387,chipmunk,has a short tail,gpt_3_filtered_overlap,gpt
388,crayon,has a name,gpt_3_filtered_overlap,gpt
389,curtain,made of material,mcrae,human
390,bone,is porous,cslb,human
391,window,is stained,cslb,human
392,toast,is consumed with coffee,gpt_3_unfiltered,gpt
393,kangaroo,has long legs,cslb,human
394,motorcycle,travels on roads,gpt_3_unfiltered,gpt
395,shawl,is used as a blanket,gpt_3_filtered_overlap,gpt
396,frisbee,is for children,cslb,human
397,dunebuggy,has 4 wheels,mcrae,human
398,police_car,is used for public transportation,gpt_3_unfiltered,gpt
399,breadbox,is used to store rolls of bread,gpt_3_unfiltered,gpt
400,switch,is used to control lights,gpt_3_unfiltered,gpt
401,bureau,found in bedrooms,mcrae,human
402,shawl,is a piece of clothing,gpt_3_filtered_overlap,gpt
403,rolls_royce,is big,cslb,human
404,bra,is used to push up breasts,cslb,human
405,sock,does smell,cslb,human
406,ladle,is used to cook,gpt_3_filtered_overlap,gpt
407,baklava,is eaten for breakfast,gpt_3_filtered,gpt
408,bean,is brown,cslb,human
409,wheel,is used for vehicles,gpt_3_filtered_overlap,gpt
410,lion,a carnivore,mcrae,human
411,brussel_sprouts,is tasty,cslb,human
412,stick,has a knot,gpt_3_filtered,gpt
413,crepe,is eaten for dessert,gpt_3_filtered,gpt
414,jelly,is eaten with ice cream,cslb,human
415,spareribs,has a bone sticking out of them,gpt_3_unfiltered,gpt
416,chandelier,has a frame,gpt_3_filtered_overlap,gpt
417,chicken2,makes sounds,gpt_3_unfiltered,gpt
418,peas,is soft,cslb,human
419,branch,is long,gpt_3_unfiltered,gpt
420,olive,has a stem,gpt_3_filtered_overlap,gpt
421,peach,is used to snack,gpt_3_filtered_overlap,gpt
422,caterpillar,is a worm,gpt_3_filtered_overlap,gpt
423,screwdriver,found in toolboxes,mcrae,human
424,pepper2,tastes hot/spicy,mcrae,human
425,tie,worn around neck,mcrae,human
426,potato,has green leaves,gpt_3_filtered_overlap,gpt
427,trumpet,a musical instrument,mcrae,human
428,leek,is used to cook,gpt_3_filtered,gpt
429,perch,tastes good,mcrae,human
430,pepper2,is used to chop food,gpt_3_filtered,gpt
431,wrench,made of metal,mcrae,human
432,rice,is fried,cslb,human
433,hippo,is funny,cslb,human
434,hawk,is a bird,cslb,human
435,pony,is fast,gpt_3_unfiltered,gpt
436,headlight,is near the front of the car,gpt_3_unfiltered,gpt
437,recorder,made of wood,cslb,human
438,oyster,does cling to rocks,cslb,human
439,trident,is used for protection,gpt_3_unfiltered,gpt
440,dart,is thrown by hand,gpt_3_unfiltered,gpt
441,butterfly,flies,mcrae,human
442,muzzle,has a strap,mcrae,human
443,microwave,heats food,gpt_3_filtered,gpt
444,microscope,is expensive,mcrae,human
445,bra,has no straps,mcrae,human
446,gum,is pink,gpt_3_filtered,gpt
447,plug_(electric),used for appliances,mcrae,human
448,grasshopper,is an insect,gpt_3_filtered_overlap,gpt
449,mouse1,is used for research,gpt_3_filtered_overlap,gpt
450,hot-water_bottle,is used to warm up the room,gpt_3_unfiltered,gpt
451,cabinet,is moved,gpt_3_filtered,gpt
452,trout,has fins,mcrae,human
453,garlic,grows in gardens,gpt_3_unfiltered,gpt
454,bagpipe,is played by blowing air into it,gpt_3_filtered,gpt
455,grapefruit,is eaten as a vegetable,gpt_3_filtered_overlap,gpt
456,boxing_gloves,is large,gpt_3_filtered,gpt
457,television,has a wire,gpt_3_filtered,gpt
458,flute,is used for classical music,gpt_3_unfiltered,gpt
459,ostrich,has eyes,cslb,human
460,mixer,is electrical,mcrae,human
461,platypus,lays eggs,gpt_3_filtered_overlap,gpt
462,zucchini,has seeds,mcrae,human
463,screen1,is used for business,gpt_3_filtered,gpt
464,basket,does hang,cslb,human
465,submarine,is associated with navies,cslb,human
466,headlight,is blue,gpt_3_filtered,gpt
467,taxi,has an engine,gpt_3_filtered_overlap,gpt
468,card_(greeting),is colourful,mcrae,human
469,beaver,is a herbivore,cslb,human
470,shawl,is worn on the shoulders,gpt_3_filtered_overlap,gpt
471,camel,has big feet,gpt_3_filtered_overlap,gpt
472,earmuffs,is useful,cslb,human
473,toe,does break,cslb,human
474,television,is for games,cslb,human
475,flypaper,is used in homes,gpt_3_unfiltered,gpt
476,parsley,has small leaves,cslb,human
477,hot_tub,is used by people,gpt_3_unfiltered,gpt
478,kilt,is worn by men,gpt_3_unfiltered,gpt
479,screwdriver,is used with screws,gpt_3_filtered_overlap,gpt
480,goat,does eat plants,cslb,human
481,goat,eats grass,gpt_3_unfiltered,gpt
482,tyre,does grip surface,cslb,human
483,sledgehammer,is used to break stones,gpt_3_filtered,gpt
484,snowplow,is used for snow removal,gpt_3_unfiltered,gpt
485,celery,has a stalk,cslb,human
486,peacock,different colours,mcrae,human
487,sparkler,is used to decorate,gpt_3_filtered,gpt
488,eraser,is used for school work,gpt_3_filtered,gpt
489,machete,is found in gardens,gpt_3_filtered_overlap,gpt
490,strainer,is long,gpt_3_filtered_overlap,gpt
491,memory_stick,is used by plugging into a computer,gpt_3_unfiltered,gpt
492,cow,lives in grasslands,gpt_3_filtered,gpt
493,giraffe,is tall,mcrae,human
494,mask,is laughing,cslb,human
495,guitar,creates music,gpt_3_unfiltered,gpt
496,flamingo,has long legs,gpt_3_filtered_overlap,gpt
497,plug,has a flat surface,gpt_3_filtered,gpt
498,cake,is soft,cslb,human
499,pineapple,is crunchy,cslb,human
500,bank,has safety features,gpt_3_unfiltered,gpt
501,leopard,is used by hunters,gpt_3_filtered_overlap,gpt
502,furnace,is used to cook,gpt_3_unfiltered,gpt
503,spoon,used for liquids,mcrae,human
504,cabbage,is eaten by cooking,gpt_3_filtered_overlap,gpt
505,drain,is used to wash clothes,gpt_3_filtered,gpt
506,wheelchair,is transport,cslb,human
507,gate,is used to enter and exit,gpt_3_filtered_overlap,gpt
508,peacock,is a colorful bird,gpt_3_unfiltered,gpt
509,lamb,is eaten,gpt_3_filtered_overlap,gpt
510,spam,is round,gpt_3_unfiltered,gpt
511,doorknocker,is used in houses,gpt_3_filtered,gpt
512,shopping_basket,is used in supermarkets,gpt_3_filtered,gpt
513,weather_vane,is shiny,gpt_3_unfiltered,gpt
514,foot,is strong,cslb,human
515,robe,is worn under clothes,gpt_3_filtered_overlap,gpt
516,avocado,is a food,gpt_3_filtered_overlap,gpt
517,coyote,a dog,mcrae,human
518,videocassette,requires players,gpt_3_filtered,gpt
519,balloon,is used at parties,gpt_3_filtered_overlap,gpt
520,sandals,is worn on feet,cslb,human
521,wand,is black,mcrae,human
522,sheet,covers the body,gpt_3_filtered,gpt
523,glove,is used to play baseball,gpt_3_filtered,gpt
524,coat,is big,cslb,human
525,plate,used for putting food on,mcrae,human
526,fishnet_stockings,has a black pattern,gpt_3_unfiltered,gpt
527,duck,has a beak,mcrae,human
528,shawl,different colours,mcrae,human
529,rocket,flies in the air,gpt_3_filtered_overlap,gpt
530,oven,made of metal,mcrae,human
531,mushroom,is white,gpt_3_filtered_overlap,gpt
532,bassinet,is folded,gpt_3_unfiltered,gpt
533,parakeet,is exotic,cslb,human
534,elbow,is hurt,gpt_3_filtered,gpt
535,dollhouse,is used to play with children,gpt_3_unfiltered,gpt
536,nose,is on a face,gpt_3_unfiltered,gpt
537,wrench,used for tightening,mcrae,human
538,gin,is a drink,cslb,human
539,tape_recorder,is a piece of technology,gpt_3_filtered,gpt
540,sprinkler,makes a lot of water,gpt_3_unfiltered,gpt
541,grasshopper,has wings,cslb,human
542,corkscrew,made of metal,mcrae,human
543,incense,is used for ceremonial purposes,gpt_3_unfiltered,gpt
544,piano,has keys,mcrae,human
545,grenade,kills people,gpt_3_filtered_overlap,gpt
546,spider,has a long tail,gpt_3_unfiltered,gpt
547,cane,is medical,gpt_3_filtered,gpt
548,pistachio,is nutritious,gpt_3_filtered,gpt
549,wrench,is heavy,mcrae,human
550,windshield,is made of metal,gpt_3_unfiltered,gpt
551,bookshelf,holds books,gpt_3_filtered,gpt
552,cork,is found in boats,gpt_3_filtered_overlap,gpt
553,recorder,does make music,cslb,human
554,bulletproof_vest,is used in war,gpt_3_filtered,gpt
555,prune,is old,gpt_3_filtered_overlap,gpt
556,bottle_opener,is used by men,gpt_3_filtered,gpt
557,brick,is hard,cslb,human
558,rock,is small,cslb,human
559,bungee,is used to jump off cliffs,gpt_3_unfiltered,gpt
560,latch,comes in pairs,gpt_3_unfiltered,gpt
561,swimsuit,is used for sports,gpt_3_filtered_overlap,gpt
562,mouse1,has feet,cslb,human
563,stove,is used in cooking,cslb,human
564,generator,is used for power,gpt_3_unfiltered,gpt
565,limousine,has a large engine,gpt_3_filtered,gpt
566,artichoke,has thorns,gpt_3_unfiltered,gpt
567,ready_meal,requires heating up,gpt_3_unfiltered,gpt
568,gravy,is made of vegetables,gpt_3_filtered,gpt
569,fern,has spores,gpt_3_filtered,gpt
570,tank1,is used to transport supplies,gpt_3_filtered,gpt
571,encyclopaedia,has spines,cslb,human
572,boots,is brown,mcrae,human
573,catapault,has a base,cslb,human
574,fence,is used to keep things in and out,gpt_3_filtered_overlap,gpt
575,wagon,is old fashioned,gpt_3_unfiltered,gpt
576,lab_coat,has sleeves,gpt_3_unfiltered,gpt
577,tugboat,is used to move boats,gpt_3_filtered,gpt
578,mattress,is made of fabric,gpt_3_filtered,gpt
579,garlic,has an aroma,gpt_3_filtered_overlap,gpt
580,file2,is used to keep important papers,gpt_3_unfiltered,gpt
