index,concept_id,feature,name,source
285,screen1,is found in classrooms,gpt_3_unfiltered,gpt
286,wagon,carries things,gpt_3_filtered,gpt
287,bathrobe,is worn at night,gpt_3_filtered,gpt
288,cucumber,is green,mcrae,human
289,teacup,is made of ceramic,gpt_3_unfiltered,gpt
290,raisin,is dark,gpt_3_filtered_overlap,gpt
291,boat,holds many people,gpt_3_filtered_overlap,gpt
292,apron,is made of cotton,gpt_3_filtered_overlap,gpt
293,celery,eaten in salads,mcrae,human
294,brick,is used to pave roads,gpt_3_filtered_overlap,gpt
295,peeler,made of metal,cslb,human
296,van,has tires,gpt_3_unfiltered,gpt
297,crab,has a hard shell,mcrae,human
298,fern,is used for ground cover,gpt_3_unfiltered,gpt
299,piecrust,is a dessert,gpt_3_unfiltered,gpt
300,bolo_tie,is black,gpt_3_filtered,gpt
301,pepper2,found beside salt,mcrae,human
302,potato,is adaptable,cslb,human
303,suit,is worn at work,gpt_3_unfiltered,gpt
304,clam,is used for seafood,gpt_3_unfiltered,gpt
305,garter,is worn on the legs,gpt_3_filtered,gpt
306,cellar,is dark,mcrae,human
307,ambulance,is used to save lives,gpt_3_filtered_overlap,gpt
308,sparrow,has claws,cslb,human
309,finger,is useful,cslb,human
310,cardigan,is a pullover,gpt_3_filtered,gpt
311,rearview_mirror,is used to see behind you while driving,gpt_3_unfiltered,gpt
312,trolley,used for moving things,mcrae,human
313,seal,is used by fishermen,gpt_3_filtered_overlap,gpt
314,porsche,is red,cslb,human
315,bull,has hair,gpt_3_unfiltered,gpt
316,slot,is empty,gpt_3_unfiltered,gpt
317,aquarium,has fish inside,gpt_3_unfiltered,gpt
318,fork,is used for eating,cslb,human
319,veil,is used in weddings,gpt_3_filtered_overlap,gpt
320,brownie,is sweet,gpt_3_filtered,gpt
321,spatula,does lift,cslb,human
322,bag,has compartments,cslb,human
323,doll,associated with babies,mcrae,human
324,book,is used to learn,gpt_3_filtered_overlap,gpt
325,crossbow,is powerful,gpt_3_filtered_overlap,gpt
326,meatball,is found in italian restaurants,gpt_3_unfiltered,gpt
327,pelican,is found near water,gpt_3_filtered_overlap,gpt
328,hyena,like a dog,mcrae,human
329,coffee_table,is used to entertain guests,gpt_3_filtered,gpt
330,apron,worn by cooks,mcrae,human
331,cannon,is large,mcrae,human
332,treadmill,has a fan,gpt_3_unfiltered,gpt
333,submarine,is made of steel,gpt_3_filtered_overlap,gpt
334,dishrag,has a shape of rectangle,gpt_3_unfiltered,gpt
335,wheelbarrow,used for transportation,mcrae,human
336,necklace,is worn with dresses,gpt_3_unfiltered,gpt
337,baton3,has a flat bottom,gpt_3_filtered,gpt
338,oriole,is orange,mcrae,human
339,letter_opener,has a sharp blade,gpt_3_filtered,gpt
340,corkscrew,is hard,cslb,human
341,dragonfly,has eyes,cslb,human
342,raccoon,has a snout,gpt_3_filtered_overlap,gpt
343,tangerine,is round,mcrae,human
344,brandy,is a beverage,cslb,human
345,machete,is used in the jungle,cslb,human
346,scarecrow,is found in gardens,gpt_3_unfiltered,gpt
347,slippers,made of leather,mcrae,human
348,jeans,is made of denim,gpt_3_filtered_overlap,gpt
349,breakfast,has different ingredients,gpt_3_filtered,gpt
350,sandpaper,made of paper and sand,cslb,human
351,eyeliner,makes your eyes look bigger,gpt_3_unfiltered,gpt
352,seesaw,has two seats and 2 planks,gpt_3_unfiltered,gpt
353,beaver,builds dams,mcrae,human
354,lingerie,is made of different materials,gpt_3_filtered,gpt
355,apron,is used for clothing,gpt_3_filtered_overlap,gpt
356,bayonet,is dangerous,cslb,human
357,lasagna,has pasta,gpt_3_unfiltered,gpt
358,magpie,is distinctive,cslb,human
359,mousepad,has a picture of a mouse on it,gpt_3_filtered,gpt
360,spam,has meat,gpt_3_unfiltered,gpt
361,film,is a piece of art,gpt_3_filtered,gpt
362,orange,has sections,mcrae,human
363,chisel,is useful,cslb,human
364,tractor,is found in farms,gpt_3_filtered_overlap,gpt
365,gauge,is an instrument,gpt_3_filtered,gpt
366,guardrail,has different colors,gpt_3_filtered,gpt
367,spareribs,has bones,gpt_3_filtered,gpt
368,mandarin,has peel,mcrae,human
369,gum,is used in chewing gum,gpt_3_unfiltered,gpt
370,noodle,is white,gpt_3_unfiltered,gpt
371,washing_machine,is found in a launderette,cslb,human
372,bus,has windows,gpt_3_filtered_overlap,gpt
373,canister,has handles,gpt_3_filtered,gpt
374,golf_club,is used to hit a ball,gpt_3_filtered,gpt
375,tricycle,has a handlebar,gpt_3_filtered_overlap,gpt
376,hose,sprays water,mcrae,human
377,cockatoo,is beautiful,gpt_3_filtered,gpt
378,cigarette,has no filter,gpt_3_filtered_overlap,gpt
379,dog,chases cats,mcrae,human
380,garlic,is used to cook food,gpt_3_filtered_overlap,gpt
381,ox,is a cow,cslb,human
382,nightgown,is short,mcrae,human
383,fire_pit,is used by campers,gpt_3_filtered,gpt
384,fur_coat,is found on animals,gpt_3_unfiltered,gpt
385,pinwheel,has a hole in the middle,gpt_3_unfiltered,gpt
386,clipper2,is used by barbers,gpt_3_filtered,gpt
387,cork,has a flat top,gpt_3_filtered_overlap,gpt
388,sheet,is used to sleep on,gpt_3_unfiltered,gpt
389,cushion,is a pillow,gpt_3_filtered_overlap,gpt
390,jellyfish,is in the ocean,gpt_3_filtered,gpt
391,doll,eg - Barbie,mcrae,human
392,poison,made of chemicals,cslb,human
393,duct_tape,has a smooth surface,gpt_3_unfiltered,gpt
394,cabbage,is a salad,gpt_3_filtered_overlap,gpt
395,dandelion,grows in grass,gpt_3_filtered_overlap,gpt
396,dishwasher,has a dial,gpt_3_filtered_overlap,gpt
397,cheetah,runs fast,mcrae,human
398,egg,is eaten by people,gpt_3_filtered,gpt
399,egg_roll,has an outer covering of dough,gpt_3_unfiltered,gpt
400,carpet,is wall to wall,mcrae,human
401,coin,is a small piece of metal,gpt_3_filtered_overlap,gpt
402,lego,is used to make houses,gpt_3_unfiltered,gpt
403,screwdriver,has a sharp point,gpt_3_filtered_overlap,gpt
404,screwdriver,used for repairs,mcrae,human
405,peacock,has beautiful feathers,gpt_3_filtered_overlap,gpt
406,moped,does use fuel,cslb,human
407,chapel,has clergy,mcrae,human
408,chickadee,flies,mcrae,human
409,oven,has a handle,gpt_3_filtered_overlap,gpt
410,cucumber,has a hard skin,gpt_3_filtered_overlap,gpt
411,moth,flies at night,gpt_3_filtered_overlap,gpt
412,platypus,has webbed feet,gpt_3_filtered,gpt
413,deodorant,is an item of clothing,gpt_3_unfiltered,gpt
414,radio,is used to talk on the phone,gpt_3_filtered_overlap,gpt
415,crane_(machine),used for moving things,mcrae,human
416,blowgun,is made of wood,gpt_3_filtered,gpt
417,apricot,is used to make jam,cslb,human
418,swordfish,is not poisonous,gpt_3_filtered,gpt
419,mug,made of heat resistant material,cslb,human
420,drum,produces beats,mcrae,human
421,alpaca,has hooves,gpt_3_filtered,gpt
422,sauce,is used on pasta,gpt_3_filtered,gpt
423,cockatoo,is pretty,gpt_3_filtered,gpt
424,buggy,is used to transport babies,gpt_3_filtered_overlap,gpt
425,bag,has a shoulder strap,gpt_3_filtered_overlap,gpt
426,orchid,is rare,gpt_3_unfiltered,gpt
427,telescope,is used to look at things,gpt_3_unfiltered,gpt
428,bone,is found in the ground,gpt_3_filtered,gpt
429,cleat,is worn to run,gpt_3_filtered,gpt
430,gargoyle,looks like a monster,gpt_3_unfiltered,gpt
431,octopus,has eyes on stalks,gpt_3_filtered_overlap,gpt
432,overalls,is used by plumbers,gpt_3_filtered,gpt
433,colander,made of plastic,mcrae,human
434,shredder,is used by people,gpt_3_filtered,gpt
435,knitting,is used to make socks,gpt_3_filtered,gpt
436,cabinet,found in houses,mcrae,human
437,accordion,is red,gpt_3_filtered_overlap,gpt
438,mongoose,has a long snout,gpt_3_unfiltered,gpt
439,dress,is used to cover the body,gpt_3_filtered,gpt
440,octopus,is gray,gpt_3_filtered_overlap,gpt
441,cereal,contains vitamins,gpt_3_unfiltered,gpt
442,ruler,has a metal edge,gpt_3_filtered_overlap,gpt
443,cinnamon,is used to flavor,gpt_3_unfiltered,gpt
444,guitar,is plucked,cslb,human
445,cherry,tastes sour,gpt_3_filtered_overlap,gpt
446,ear,is part of a human,gpt_3_unfiltered,gpt
447,cockerel,does wake you up,cslb,human
448,otter,has sharp teeth,gpt_3_filtered_overlap,gpt
449,charger,is a phone accessory,gpt_3_unfiltered,gpt
450,saltshaker,is used to cook fast,gpt_3_unfiltered,gpt
451,ironing_board,has a frame,gpt_3_unfiltered,gpt
452,pan,used for cooking,mcrae,human
453,trousers,worn for covering,mcrae,human
454,zipper,is found on jackets,gpt_3_unfiltered,gpt
455,penknife,does stab,cslb,human
456,vest,is used to hold up clothes,gpt_3_unfiltered,gpt
457,gumdrop,is used for treats,gpt_3_unfiltered,gpt
458,wetsuit,keeps the body warm,gpt_3_filtered,gpt
459,tapestry,has pictures of birds,gpt_3_unfiltered,gpt
460,ladybug,is used for experiments,gpt_3_filtered,gpt
461,banjo,is used in country music,cslb,human
462,trolley,is used for work,gpt_3_filtered_overlap,gpt
463,porcupine,has different colors,gpt_3_unfiltered,gpt
464,toad,hops,gpt_3_filtered_overlap,gpt
465,cat,is a pet,cslb,human
466,bug,lives in homes,gpt_3_filtered,gpt
467,napkin,is reused,gpt_3_filtered_overlap,gpt
468,unicycle,has two pedals,cslb,human
469,banjo,used by playing,mcrae,human
470,bacon,is crispy,cslb,human
471,bottle,used for drinking,mcrae,human
472,ironing_board,is in the closet,gpt_3_unfiltered,gpt
473,desk,used for working on,mcrae,human
474,dress,is associated with weddings,gpt_3_filtered_overlap,gpt
475,ready_meal,requires a stove,gpt_3_unfiltered,gpt
476,flashlight,has a light on top,gpt_3_unfiltered,gpt
477,duck,has feet,mcrae,human
478,marigold,does reproduce,cslb,human
479,statue,is a sculpture of a person,gpt_3_unfiltered,gpt
480,rattlesnake,has a tail,mcrae,human
481,spear,is thin,cslb,human
482,spider,is found in gardens,gpt_3_filtered_overlap,gpt
483,stick,is natural,gpt_3_filtered_overlap,gpt
484,shield,is made of wood,gpt_3_unfiltered,gpt
485,hovercraft,floats on air,gpt_3_unfiltered,gpt
486,taco,is made with meat,gpt_3_unfiltered,gpt
487,hose,is worn on the legs,gpt_3_filtered_overlap,gpt
488,hyena,is a dog,gpt_3_filtered_overlap,gpt
489,trap,is used to catch animals,gpt_3_filtered,gpt
490,dishrag,has a texture,gpt_3_filtered,gpt
491,banjo,has a hole,gpt_3_filtered_overlap,gpt
492,jacket,is worn in the winter,gpt_3_filtered_overlap,gpt
493,toaster,does burn,cslb,human
494,axe,cuts wood,gpt_3_filtered,gpt
495,gravel,is found in rivers,gpt_3_unfiltered,gpt
496,blower,is used in the garden,gpt_3_filtered,gpt
497,tuba,has seeds,gpt_3_filtered_overlap,gpt
498,seal,is found in the arctic,gpt_3_unfiltered,gpt
499,doorstop,is a thing,gpt_3_filtered,gpt
500,chair,supports weight,gpt_3_filtered_overlap,gpt
501,peppermint,has a white color,gpt_3_filtered,gpt
502,iguana,has legs,mcrae,human
503,sink,is used to wash your face,gpt_3_unfiltered,gpt
504,cheetah,has four legs,cslb,human
505,chili,is used in asian food,gpt_3_filtered,gpt
506,license_plate,has a specific format,gpt_3_unfiltered,gpt
507,dog,is brown,gpt_3_unfiltered,gpt
508,vending_machine,is used to buy things,gpt_3_filtered,gpt
509,taxi,has a meter,gpt_3_filtered,gpt
510,drill,has a switch,gpt_3_filtered_overlap,gpt
511,football,made of plastic,cslb,human
512,cookie,is used for parties,gpt_3_unfiltered,gpt
513,brandy,has a strong flavour,cslb,human
514,pipe2,has connections,mcrae,human
515,lion,is a carnivore,gpt_3_filtered_overlap,gpt
516,tripod,is found on the floor,gpt_3_filtered_overlap,gpt
517,deer,hunted by people,mcrae,human
518,bucket,is used to hold things,gpt_3_filtered_overlap,gpt
519,curry,is bought,gpt_3_filtered,gpt
520,blower,is an object,gpt_3_filtered,gpt
521,plunger,is used to clear water from drains,gpt_3_unfiltered,gpt
522,turtle,does live in water,cslb,human
523,spoon,does stir,cslb,human
524,easel,is moved around,gpt_3_filtered,gpt
525,peach,is associated with summer,cslb,human
526,espresso,has a brown color,gpt_3_unfiltered,gpt
527,tortoise,has scales,cslb,human
528,raccoon,is nocturnal,mcrae,human
529,tripod,has three legs,gpt_3_filtered_overlap,gpt
530,grape,is juicy,gpt_3_filtered_overlap,gpt
531,napkin,is for wiping food off,cslb,human
532,gingerbread_man,is associated with christmas,gpt_3_filtered,gpt
533,cap,is made in factories,gpt_3_filtered,gpt
534,cannon,fires bullets,gpt_3_filtered_overlap,gpt
535,worm,eats,gpt_3_filtered_overlap,gpt
536,noodle,has different shapes,gpt_3_filtered,gpt
537,bomb,is black,gpt_3_filtered_overlap,gpt
538,cabbage,is round,mcrae,human
539,dish,is edible,gpt_3_filtered,gpt
540,kettle,does make tea,cslb,human
541,iguana,is an animal,cslb,human
542,dog,is big,cslb,human
543,paperclip,has a pointy end,gpt_3_filtered,gpt
544,furnace,has an exhaust pipe,gpt_3_filtered,gpt
545,elephant,has tusks,mcrae,human
546,bridge,is small,mcrae,human
547,shed,used for storage,mcrae,human
548,robe,is made of cloth,gpt_3_filtered_overlap,gpt
549,broom,is thin,gpt_3_filtered_overlap,gpt
550,grate,is rectangular,gpt_3_unfiltered,gpt
551,porcupine,is used as a pet,gpt_3_filtered_overlap,gpt
552,revolver,is black,mcrae,human
553,sandpaper,is used by carpenters,cslb,human
554,mattress,has a pillow top cover,gpt_3_unfiltered,gpt
555,seaplane,has a fuselage,gpt_3_filtered,gpt
556,dandelion,has a stem,mcrae,human
557,ring,has an inscription,gpt_3_filtered_overlap,gpt
558,key,is used to open safes,gpt_3_filtered_overlap,gpt
559,juice,is a beverage,gpt_3_filtered,gpt
560,caterpillar,is furry,mcrae,human
561,trolley,has a driver,gpt_3_unfiltered,gpt
562,cd_player,has wires,gpt_3_unfiltered,gpt
563,toad,has no legs,gpt_3_filtered_overlap,gpt
564,magnifier,is used to write,gpt_3_unfiltered,gpt
565,rearview_mirror,is a surface,gpt_3_unfiltered,gpt
566,buzzard,has a beak,mcrae,human
567,pineapple,is used for food,gpt_3_filtered_overlap,gpt
568,grapefruit,is eaten raw,gpt_3_filtered_overlap,gpt
569,map,is a surface,gpt_3_unfiltered,gpt
